"date","close","volume","open","high","low"
"2017/09/15","379.8100","5407227.0000","374.5100","380.0000","372.7000"
"2017/09/14","377.6400","7170263.0000","364.3300","377.9600","362.6300"
"2017/09/13","366.2300","4171185.0000","363.8200","368.0700","359.5900"
"2017/09/12","362.7500","5966204.0000","364.4900","368.7600","360.4000"
"2017/09/11","363.6900","7651000.0000","351.3500","363.7100","350.0000"
"2017/09/08","343.4000","3261333.0000","348.9900","349.7800","342.3000"
"2017/09/07","350.6100","4235045.0000","345.9800","352.4800","343.4500"
"2017/09/06","344.5300","4082001.0000","349.5000","350.9790","341.5600"
"2017/09/05","349.5900","3836402.0000","353.8000","355.4900","345.8900"
"2017/09/01","355.4000","3048550.0000","356.1200","357.5900","353.6902"
"2017/08/31","355.9000","4063330.0000","353.5500","358.4400","352.8200"
"2017/08/30","353.1800","3404165.0000","349.6700","353.4700","347.0000"
"2017/08/29","347.3600","4069303.0000","339.4800","349.0500","338.7500"
"2017/08/28","345.6600","3746240.0000","347.2800","347.3500","339.7200"
"2017/08/25","348.0500","3475186.0000","354.2400","355.6900","347.3000"
"2017/08/24","352.9300","4571574.0000","352.5200","356.6600","349.7400"
"2017/08/23","352.7700","4941947.0000","338.9900","353.4900","338.3041"
"2017/08/22","341.3500","4314268.0000","341.1300","342.2400","337.3725"
"2017/08/21","337.8600","6489850.0000","345.8200","345.8200","331.8500"
"2017/08/18","347.4600","5390805.0000","352.9100","354.0000","345.8000"
"2017/08/17","351.9200","5010825.0000","361.2100","363.3000","351.5900"
"2017/08/16","362.9100","3406173.0000","363.0000","366.5000","362.5200"
"2017/08/15","362.3300","3084601.0000","365.2000","365.4900","359.3700"
"2017/08/14","363.8000","4507969.0000","364.6300","367.6600","362.6000"
"2017/08/11","357.8700","4357562.0000","356.9700","361.2600","353.6200"
"2017/08/10","355.4000","7063054.0000","361.6000","366.6504","354.6600"
"2017/08/09","363.5300","6881182.0000","361.0000","370.0000","358.9500"
"2017/08/08","365.2200","7431838.0000","357.5300","368.5800","357.4000"
"2017/08/07","355.1700","6309331.0000","357.3500","359.4800","352.7500"
"2017/08/04","356.9100","9233295.0000","347.0000","357.2700","343.3000"
"2017/08/03","347.0900","13524270.0000","345.3300","350.0000","343.1500"
"2017/08/02","325.8900","11942350.0000","318.9400","327.1200","311.2200"
"2017/08/01","319.5700","8284997.0000","323.0000","324.4500","316.1300"
"2017/07/31","323.4700","8525454.0000","335.5000","341.4900","321.0400"
"2017/07/28","335.0700","4869891.0000","336.8900","339.6000","332.5100"
"2017/07/27","334.4600","8285879.0000","346.0000","347.5000","326.2900"
"2017/07/26","343.8500","4809514.0000","340.3600","345.5000","338.1200"
"2017/07/25","339.6000","6977932.0000","345.0000","345.6000","334.1500"
"2017/07/24","342.5200","8598292.0000","330.2400","343.3990","330.0100"
"2017/07/21","328.4000","4871708.0000","329.4600","331.2575","325.8000"
"2017/07/20","329.9200","5142516.0000","326.9000","330.2200","324.2000"
"2017/07/19","325.2600","6345884.0000","328.2300","331.6500","323.2193"
"2017/07/18","328.2400","6360710.0000","317.5000","329.1300","315.6600"
"2017/07/17","319.5700","9827506.0000","325.5400","327.1000","313.4500"
"2017/07/14","327.7800","5607924.0000","323.1900","328.4200","321.2200"
"2017/07/13","323.4100","8582315.0000","330.1100","331.6000","319.9700"
"2017/07/12","329.5200","10317240.0000","330.4000","333.1000","324.5000"
"2017/07/11","327.2200","11526760.0000","316.0000","327.2800","314.3000"
"2017/07/10","316.0500","13760290.0000","312.9000","317.9400","303.1300"
"2017/07/07","313.2200","14129950.0000","313.5000","317.0000","307.3800"
"2017/07/06","308.8300","19258040.0000","317.2600","320.7899","306.3000"
"2017/07/05","327.0900","16998300.0000","347.2000","347.2400","326.3300"
"2017/07/03","352.6200","6305401.0000","370.2400","371.3500","351.5000"
"2017/06/30","361.6100","5823046.0000","363.7100","366.7674","359.6187"
"2017/06/29","360.7500","8202463.0000","370.6100","371.0000","354.1000"
"2017/06/28","371.2400","6290323.0000","366.6800","371.7400","362.5200"
"2017/06/27","362.3700","6977494.0000","376.4000","376.4000","362.0200"
"2017/06/26","377.4900","6596854.0000","386.6900","386.9500","373.1000"
"2017/06/23","383.4500","6425180.0000","382.4500","386.9900","379.3450"
"2017/06/22","382.6100","7510406.0000","377.9900","385.0000","373.5700"
"2017/06/21","376.4000","4916770.0000","374.3500","376.9900","368.0200"
"2017/06/20","372.2400","7419110.0000","376.6700","378.8800","369.7300"
"2017/06/19","369.8000","6433434.0000","375.0000","376.7000","367.8000"
"2017/06/16","371.4000","6347450.0000","377.9750","378.0100","370.1000"
"2017/06/15","375.3400","10412650.0000","372.5000","375.4600","366.4900"
"2017/06/14","380.6600","12778480.0000","381.0850","384.2500","376.3100"
"2017/06/13","375.9500","11773370.0000","367.6200","376.0000","366.6100"
"2017/06/12","359.0100","10507860.0000","357.9900","364.5000","350.6200"
"2017/06/09","357.3200","17250060.0000","374.4200","376.8700","354.8000"
"2017/06/08","370.0000","9028677.0000","363.7500","371.9000","360.2200"
"2017/06/07","359.6500","9348692.0000","356.3400","360.5000","355.1400"
"2017/06/06","352.8500","11031920.0000","344.7000","359.4929","339.9700"
"2017/06/05","347.3200","6769174.0000","338.5000","348.4400","334.2100"
"2017/06/02","339.8500","5583952.0000","339.7700","342.8800","335.9300"
"2017/06/01","340.3700","7601764.0000","344.0000","344.8800","337.2900"
"2017/05/31","341.0100","9937556.0000","337.6900","342.8900","335.1600"
"2017/05/30","335.1000","7771536.0000","326.0000","336.2800","325.7600"
"2017/05/26","325.1400","7793009.0000","317.2800","325.4900","316.3100"
"2017/05/25","316.8300","5000432.0000","311.0200","316.9700","307.8100"
"2017/05/24","310.2200","5035192.0000","306.5100","311.0000","305.4000"
"2017/05/23","303.8600","4314267.0000","310.4600","310.7300","303.4800"
"2017/05/22","310.3500","4324305.0000","312.8000","314.3700","306.8000"
"2017/05/19","310.8300","4654580.0000","315.5000","316.5000","310.2000"
"2017/05/18","313.0600","5609153.0000","307.0000","313.9400","305.3100"
"2017/05/17","306.1100","6695657.0000","314.3900","314.6300","305.5000"
"2017/05/16","317.0100","4141066.0000","317.5900","320.0600","315.1400"
"2017/05/15","315.8800","7606854.0000","318.3800","320.2000","312.5300"
"2017/05/12","324.8100","4118613.0000","325.4800","327.0000","321.5300"
"2017/05/11","323.1000","4747172.0000","323.4000","326.0000","319.6000"
"2017/05/10","325.2200","5734524.0000","321.5600","325.5000","318.1200"
"2017/05/09","321.2600","9663374.0000","309.3800","321.9900","309.1000"
"2017/05/08","307.1900","7002907.0000","310.9000","313.7900","305.8200"
"2017/05/05","308.3500","8117449.0000","298.0000","308.5500","296.8000"
"2017/05/04","295.4600","14135990.0000","307.4350","307.7700","290.7601"
"2017/05/03","311.0200","6879259.0000","317.6700","321.5300","310.4500"
"2017/05/02","318.8900","5316551.0000","324.0000","327.6599","316.5601"
"2017/05/01","322.8300","8819888.0000","314.8800","327.2500","314.8100"
"2017/04/28","314.0700","4496659.0000","309.8300","314.8000","308.0000"
"2017/04/27","308.6300","3462663.0000","311.6900","313.0900","307.5000"
"2017/04/26","310.1700","4683131.0000","312.3700","314.5000","309.0000"
"2017/04/25","313.7900","6734162.0000","308.0000","313.9800","305.8600"
"2017/04/24","308.0300","5077771.0000","309.2200","310.5500","306.0215"
"2017/04/21","305.6000","4501958.0000","302.0000","306.4000","300.4200"
"2017/04/20","302.5100","6145961.0000","306.5100","309.1500","300.2300"
"2017/04/19","305.5200","3891145.0000","302.4600","306.6200","302.1100"
"2017/04/18","300.2500","3034225.0000","299.7000","300.8399","297.9000"
"2017/04/17","301.4400","4128067.0000","302.7000","304.0000","298.6800"
"2017/04/13","304.0000","9275682.0000","296.7000","307.3900","295.3000"
"2017/04/12","296.8400","6043648.0000","306.3400","308.4481","296.3200"
"2017/04/11","308.7100","5718053.0000","313.3800","313.4700","305.5000"
"2017/04/10","312.3900","7653623.0000","309.1500","313.7299","308.7100"
"2017/04/07","302.5400","4566632.0000","297.5000","302.6900","297.1500"
"2017/04/06","298.7000","5517731.0000","296.8800","301.9400","294.1000"
"2017/04/05","295.0000","7858565.0000","302.0400","304.8800","294.2000"
"2017/04/04","303.7000","10108230.0000","296.8900","304.8100","294.5300"
"2017/04/03","298.5200","13864850.0000","286.9000","299.0000","284.5800"
"2017/03/31","278.3000","3293698.0000","278.7300","279.6800","276.3197"
"2017/03/30","277.9200","4141437.0000","278.0400","282.0000","277.2100"
"2017/03/29","277.3800","3672526.0000","278.3400","279.6000","275.5400"
"2017/03/28","277.4500","7978665.0000","277.0200","280.6800","275.0000"
"2017/03/27","270.2200","6221361.0000","260.6000","270.5700","259.7500"
"2017/03/24","263.1600","5637668.0000","255.7000","263.8900","255.0100"
"2017/03/23","254.7800","3309844.0000","255.3900","257.6720","253.3000"
"2017/03/22","255.0100","4056735.0000","251.5600","255.0700","250.5100"
"2017/03/21","250.6800","6901555.0000","262.8300","264.8000","250.2400"
"2017/03/20","261.9200","3601616.0000","260.6000","264.5500","258.8210"
"2017/03/17","261.5000","6491018.0000","264.0000","265.3300","261.2000"
"2017/03/16","262.0500","7127180.0000","262.4000","265.7500","259.0600"
"2017/03/15","255.7300","5233365.0000","257.0000","261.0000","254.2700"
"2017/03/14","258.0000","7581719.0000","246.1100","258.1200","246.0200"
"2017/03/13","246.1700","3011280.0000","244.8200","246.8500","242.7810"
"2017/03/10","243.6900","3062785.0000","246.2100","246.5000","243.0000"
"2017/03/09","244.9000","3876494.0000","247.6300","248.6600","243.0000"
"2017/03/08","246.8700","3726746.0000","247.0000","250.0700","245.3200"
"2017/03/07","248.5900","3452587.0000","251.9200","253.8900","248.3200"
"2017/03/06","251.2100","3353601.0000","247.9100","251.7000","247.5100"
"2017/03/03","251.5700","2925481.0000","250.7400","251.9000","249.0000"
"2017/03/02","250.4800","3345751.0000","249.7100","253.2800","248.2700"
"2017/03/01","250.0200","4804963.0000","254.1800","254.8500","249.1100"
"2017/02/28","249.9900","6073890.0000","244.1900","251.0000","243.9000"
"2017/02/27","246.2300","11450160.0000","248.1700","248.3600","242.0100"
"2017/02/24","257.0000","8166869.0000","252.6600","258.2500","250.2000"
"2017/02/23","255.9900","14877090.0000","264.0000","264.6600","255.5600"
"2017/02/22","273.5100","8537811.0000","280.3100","283.4500","272.6000"
"2017/02/21","277.3900","5647575.0000","275.4500","281.4000","274.0100"
"2017/02/17","272.2300","6251469.0000","265.8000","272.8900","264.1500"
"2017/02/16","268.9500","7063860.0000","277.6000","280.0000","268.5000"
